DateTime,ShaleHill_Discharge,ShaleHill_Precipitation,SSH51_AirTemperature,STAHQ_WindDirection,STAHQ_WindSpeed,STAHQ_VaporPressure
2008-01-17,0.9443287037037048,7.7,1.2442940613703282,292.6,39.74,0.39
2008-01-18,0.8716483410493852,1.3,-6.345107244843698,343.4,92.19,0.46
2008-01-19,0.7064814814814817,0.0,-6.385729679281534,60.5,54.86,0.4
2008-01-20,0.5017899627057616,0.0,1.0169722205833331,0.6,91.15,0.16
2008-01-21,0.34045862268518484,0.0,-2.294529149020556,53.5,83.38,0.22
2008-01-22,0.4300001607510291,0.0,-9.349194468750003,34.9,32.31,0.26
2008-01-23,0.3490435313786005,0.0,-8.851754580109144,251.8,76.2,0.33
2008-01-24,0.28302951388888914,0.0,-11.639467446500285,217.1,55.47,0.22
2008-01-25,0.2218750000000004,0.0,-10.363820701472262,268.7,82.43,0.2
2008-01-26,0.2194958847736627,0.4,-7.607966720698265,84.5,56.25,0.34
2008-01-27,0.2218750000000004,0.0,0.0,244.1,40.69,0.39
2008-01-28,0.2212207433127576,0.0,-2.1490825858208202,270.4,38.015,0.37
2008-01-29,0.31682902520576145,14.0,-1.9233785925536784,315.9,35.34,0.42
2008-01-30,2.0058690200617324,5.0,6.4830337628625925,29.6,75.25,0.37
2008-01-31,2.444790059156376,0.0,6.886013739900457,108.2,71.19,0.32
2008-02-01,2.3675829475308645,27.2,7.288993716938326,264.9,63.59,0.49
2008-02-02,3.2134403935185216,0.0,7.691973693976193,261.7,85.19,0.59
2008-02-03,2.3467190715020543,0.0,8.094953671014057,229.7,38.71,0.52
2008-02-04,1.8563657407407368,0.3,8.497933648051925,308.5,47.26,0.67
2008-02-05,3.3099191422325127,10.3,8.900913625089789,191.1,28.86,0.62
2008-02-06,10.820781089248962,13.8,9.303893602127657,220.9,28.94,0.66
2008-02-07,14.12759693287038,0.1,2.5110624987013885,136.7,0.0,0.47
2008-02-08,5.178138663837453,0.6,-0.05761110235416636,284.5,17.71,0.45
2008-02-09,3.07453944830248,7.8,-1.0839930465347227,281.3,28.25,0.42
2008-02-10,2.3834956918724246,2.1,-4.917812494972222,267.9,56.59,0.29
2008-02-11,1.6851787551440294,0.0,-12.308340234722214,40.1,68.685,0.19
2008-02-12,1.2243055555555584,19.5,-9.698194441666663,112.0,80.78,0.31
2008-02-13,1.2243055555555584,5.3,-3.2247916689777774,21.2,46.4,0.4
2008-02-14,1.0687628600823051,0.0,-4.877972223812501,127.3,60.61,0.33
2008-02-15,0.948223701131687,0.0,-3.3225555729722225,301.2,74.82,0.39
2008-02-16,0.8815586419753094,0.0,-4.963423610833334,66.0,86.05,0.24
2008-02-17,0.8445674189814812,5.8,-1.7300277577777767,219.5,33.78,0.31
2008-02-18,1.3565642682613177,0.9,2.665819450729165,287.9,29.98,0.57
2008-02-19,3.448939846965025,0.0,-2.8144860981763897,125.8,82.6,0.34
2008-02-20,2.6512040252057645,0.0,-6.598888884027778,312.1,79.57,0.26
2008-02-21,1.8583526234567864,0.1,-12.352819427777774,4.3,85.1,0.22
2008-02-22,1.8556536136831239,10.6,-9.767888875722221,287.4,27.73,0.26
2008-02-23,1.2908532664609085,0.6,-7.182958323666665,215.1,68.77,0.24
2008-02-24,1.2243055555555584,0.0,-4.59802777161111,235.0,82.17,0.48
2008-02-25,1.0143229166666676,0.0,-2.0130972195555543,299.4,68.34,0.47
2008-02-26,1.2260352366255145,8.0,0.5718333324999999,212.7,29.81,0.53
2008-02-27,1.2243055555555584,0.0,-2.4396180443916675,342.9,86.83,0.35
2008-02-28,1.221940907921813,0.0,-7.686395859166668,0.4,84.5,0.15
2008-02-29,1.1508375128600832,15.4,-7.349465273138892,278.5,82.17,0.19
2008-03-01,1.1212705761316877,3.8,-0.29539161341258724,317.1,44.06,0.36
2008-03-02,1.1893084490740766,0.0,-2.050036507299273,146.4,43.93,0.35
2008-03-03,1.1776427469135828,0.0,4.004951387638888,277.7,43.8,0.6
2008-03-04,10.22142570087448,46.5,2.8450069465277776,31.0,48.64,0.61
2008-03-05,48.117476851851826,13.2,2.0399513880486104,278.2,80.18,0.47
2008-03-06,7.787926793981496,0.0,-3.4408845988461527,298.0,84.15,0.56
2008-03-07,5.653669142232514,14.0,2.195489361702128,182.3,62.9,0.61
2008-03-08,18.065349311985603,16.4,1.4631180517291655,294.0,38.97,0.76
2008-03-09,9.570079411008221,0.0,-2.4386899308294567,1.2,63.895,0.37
2008-03-10,4.057131719393009,0.0,-0.8382361157638887,272.9,88.82,0.33
2008-03-11,2.7261429398148205,0.0,1.824597219909722,246.9,65.06,0.41
2008-03-12,1.9020849408436176,0.1,1.8355486100694447,277.9,71.8,0.52
2008-03-13,1.8563657407407368,0.0,2.7009861023611093,316.2,75.6,0.34
2008-03-14,1.4304775913065872,3.1,7.0471805549305575,307.8,51.41,0.78
2008-03-15,1.3034272119341597,0.4,7.250930547916669,170.3,37.41,0.76
2008-03-16,1.2243055555555584,0.0,3.3673541620624983,279.0,63.24,0.6
2008-03-17,1.2243055555555584,0.0,2.1061180571527767,171.4,62.64,0.35
2008-03-18,1.152372685185185,3.5,2.9409090783216767,305.0,62.04,0.31
2008-03-19,2.0882611561213973,14.8,4.947037399999998,2.4,42.77,0.61
2008-03-20,4.266766332304527,0.0,-0.47726666803999995,225.7,47.93600000000001,0.46
2008-03-21,3.426444347993831,0.0,3.4685625046527786,148.4,53.102,0.24
2008-03-22,2.1321887860082267,11.9,0.5342708374597223,255.4,58.268,0.21
2008-03-23,1.4262096514917717,0.0,-0.5811111334027778,343.7,63.434,0.3
2008-03-24,1.4099545074588475,0.0,-0.3987708638194453,312.3,68.6,0.27
2008-03-25,1.4072273662551429,0.0,2.4819375048611128,245.8,95.47,0.4
2008-03-26,1.2244245113168757,0.0,9.146340252006944,266.1,67.13,0.68
2008-03-27,1.2243055555555584,3.4,3.025361096874999,265.9,68.43,0.59
2008-03-28,1.2208365483539116,4.0,4.9949027808340265,304.6,47.17,0.52
2008-03-29,1.21804992926955,0.0,1.8944652666659705,226.9,70.24,0.26
2008-03-30,1.2243055555555584,0.0,3.0285902820138904,251.9,93.31,0.53
2008-03-31,1.2243055555555584,0.0,7.781777799999999,254.4,14.77,0.53
2008-04-01,1.1401596257716062,1.6,13.853208370138884,264.3,47.95,0.58
2008-04-02,0.9531563464506186,0.0,5.414062489027773,229.7,68.125,0.36
2008-04-03,0.9104295267489716,1.6,2.892000000902778,278.9,88.3,0.6
2008-04-04,0.9804542824074076,8.0,5.353770831250001,6.5,24.62,0.57
2008-04-05,0.9377266589506178,1.3,8.241770827083336,253.2,60.13,0.81
2008-04-06,1.1562556262860106,0.0,8.224270879236107,310.5,60.65,0.69
2008-04-07,1.212166441615228,0.0,7.297006936805558,279.0,66.655,0.61
2008-04-08,0.9506349665637872,0.0,9.583270829861112,51.4,72.66,0.74
2008-04-09,0.9112887409979435,0.0,12.227847239583335,328.9,73.09,0.73
2008-04-10,0.7064814814814817,0.0,14.484284716666671,287.2,62.855,0.72
2008-04-11,0.7909280156893003,8.8,15.233263930555555,283.2,52.62,0.76
2008-04-12,0.7423410172325102,0.5,14.76913893402778,85.2,84.5,0.86
2008-04-13,1.138925057870373,2.4,6.377541699305552,62.6,92.28,0.54
2008-04-14,1.142960712448559,0.0,5.118055532756944,290.8,86.1,0.62
2008-04-15,1.57953398276749,0.0,6.774576394444448,278.1,79.92,0.73
2008-04-16,1.4660968042695481,0.0,9.601312456888886,263.6,73.79,0.81
2008-04-17,0.9262538580246924,0.0,6.453051922650649,262.6,77.67,0.97
2008-04-18,0.7989736046810718,0.0,8.833246736312555,266.7,71.19,1.1
2008-04-19,0.6390528549382718,0.0,11.21344154997446,229.8,84.59,1.16
2008-04-20,2.5253753536522625,33.3,13.593636363636366,256.8,77.5,0.97
2008-04-21,9.257766685956778,0.3,15.838541722222226,256.0,77.59,1.29
2008-04-22,4.214158950617286,0.0,16.329513912499994,214.5,68.0,1.37
2008-04-23,2.4282351144547296,0.0,15.668604147916662,308.0,76.29,1.79
2008-04-24,1.690754404578186,0.0,16.04783799929578,261.5,73.39500000000002,0.98
2008-04-25,1.248740515689301,0.0,16.018784757638883,253.1,70.5,0.98
2008-04-26,1.9005594135802468,25.4,13.13764709852941,1.3,93.57,0.7
2008-04-27,5.744160718878608,0.0,15.492708328472226,157.4,52.53,1.15
2008-04-28,7.541916634516468,21.3,9.417361080555557,141.5,66.18,1.0
2008-04-29,7.37666779192389,0.0,10.467215281250006,61.4,77.59,0.72
2008-04-30,4.15733105066873,0.0,7.388999995486113,322.0,91.32,0.66
2008-05-01,2.401884002057609,0.0,7.782657343713286,334.8,63.42,0.69
2008-05-02,1.6193391525205716,0.0,10.873746987951806,294.9,65.58,0.84
2008-05-03,1.2982309349279828,13.3,16.026623415584414,255.8,35.86,0.87
2008-05-04,1.6707304526748956,1.5,13.138256920138893,236.3,39.66,1.0
2008-05-05,2.356163194444441,0.0,13.263194467361107,270.4,74.3,1.21
2008-05-06,1.6193391525205716,0.0,14.873041670138893,245.7,75.25,0.9
2008-05-07,1.1212585198045266,0.0,17.772465252777778,187.8,80.61,1.4
2008-05-08,0.8699950167181093,2.1,17.547083326388883,335.9,87.0,1.37
2008-05-09,0.8535951967592602,9.9,11.638124993055566,138.3,84.76,1.22
2008-05-10,0.7065256880144035,0.0,12.230208329861107,269.6,74.65,1.11
2008-05-11,0.7837874549897128,2.8,9.881006981944443,139.7,82.34,0.82
2008-05-12,3.5599424511316906,21.2,6.58243748402778,314.9,97.72,1.03
2008-05-13,5.601182323816875,0.0,13.195486124999995,284.8,79.23,1.19
2008-05-14,2.9480428562242773,1.2,13.166710095652178,284.7,84.59,0.96
2008-05-15,1.6017819251543175,0.1,17.330972270833332,296.2,45.53,1.21
2008-05-16,1.3735331468621408,13.2,10.131006923611118,201.7,66.01,0.96
2008-05-17,1.5622701260288063,2.5,10.996576319444443,224.8,76.9,1.45
2008-05-18,1.4700987011316864,3.7,9.968763884027783,69.1,62.55,1.54
2008-05-19,1.2243055555555584,0.5,9.038500007638888,329.1,73.35,1.07
2008-05-20,1.3559799382716051,9.8,7.1350277604166665,3.5,68.95,1.16
2008-05-21,1.6851787551440294,4.7,8.547597244444441,27.8,55.47,1.36
2008-05-22,1.8563657407407368,1.2,9.00816831980198,335.0,59.79,1.15
2008-05-23,1.8563657407407368,0.0,15.538949541414144,291.5,84.76,1.44
2008-05-24,1.3109841177983568,0.0,12.910249992708332,300.6,77.5,1.3
2008-05-25,0.8828695666152294,0.0,18.7203522577178,272.7,67.91,1.2
2008-05-26,0.617035590277778,0.0,24.530454522727265,284.3,52.62,1.82
2008-05-27,0.4338429140946505,0.0,21.06488876296297,26.2,83.98,1.3
2008-05-28,0.3595839763374481,0.0,14.478611015972215,289.9,84.58500000000002,1.14
2008-05-29,0.3088927469135803,0.0,14.180216766433565,300.0,85.19,0.9
2008-05-30,0.2437122235082308,0.0,16.06047212777778,292.1,67.13,1.52
2008-05-31,0.1978973765432102,2.2,18.976180541666672,225.7,20.56,1.6
2008-06-01,0.1537302276234567,0.0,19.929722145833328,64.9,67.65,1.97
2008-06-02,0.2766677919238681,0.0,17.122708375,261.9,59.79,1.97
2008-06-03,0.216947177211934,10.3,17.698888923611108,277.8,45.19,1.71
2008-06-04,0.2277882265946501,11.3,18.178958333333334,300.7,27.99,1.82
2008-06-05,0.1939179848251034,0.0,21.25076395138889,19.2,48.38,1.77
2008-06-06,0.13009580761316844,0.0,24.237569402777766,233.6,33.52,1.5
2008-06-07,0.09980709876543196,0.0,24.82333326388888,336.7,56.42,2.62
2008-06-08,0.08023485725308628,0.0,25.589791680555553,297.3,63.76,2.9
2008-06-09,0.05401716820987651,0.0,26.129861006944445,250.5,51.41,3.26
2008-06-10,0.08642618312757201,12.0,22.96145831250001,331.3,61.78,3.56
2008-06-11,0.049144000771604905,0.0,20.0828473125,338.7,76.29,1.9
2008-06-12,0.040116222993827166,0.0,20.958472159722234,281.2,96.94,1.44
2008-06-13,0.03861721965020578,0.4,21.687430500000005,306.7,60.31,1.52
2008-06-14,0.02604166666666666,0.7,21.526875041666678,1.7,59.44,1.98
2008-06-15,0.02769820601851852,0.0,21.084444430555564,230.9,37.93,1.71
2008-06-16,0.06149852109053496,14.9,19.006874993055558,290.3,34.82,1.82
2008-06-17,0.10637699331275714,0.1,15.492986069444438,354.3,56.76,1.94
2008-06-18,0.0802203896604938,1.4,14.443958284722227,27.4,64.11,1.58
2008-06-19,0.015969007201646058,0.0,13.662048941258748,5.2,52.62,1.74
2008-06-20,0.013096386316872379,0.0,17.250277808333333,271.0,45.1,1.6
2008-06-21,0.016382941100823032,2.2,19.717222131944443,274.1,56.85,1.98
2008-06-22,0.0416087962962963,8.1,19.494513881944442,286.0,30.93,1.94
2008-06-23,0.02022087191358024,1.1,19.293880589552234,351.0,28.86,1.94
2008-06-24,0.015883005401234527,0.0,17.135138847222226,304.0,55.3,1.94
2008-06-25,0.005997620884773668,0.0,19.59979163194443,260.9,69.72,2.03
2008-06-26,0.005000964506172831,1.9,21.180347243055557,354.4,34.91,1.71
2008-06-27,0.04428128215020582,11.6,20.46756955555556,88.0,45.53,2.49
2008-06-28,0.007845453960905364,0.0,22.23520836805555,127.6,45.88,2.06
2008-06-29,0.006375385802469131,1.3,21.221111166666674,204.3,38.79,2.49
2008-06-30,0.014890367798353888,0.5,19.92159732638889,256.1,50.54,2.64
2008-07-01,0.01286972736625514,0.0,18.635208326388884,300.8,49.51,2.41
2008-07-02,0.006422003600823049,0.0,19.198888916666668,264.0,59.88,2.49
2008-07-03,0.002029481738683128,0.2,18.79909720833333,286.8,58.15,1.89
2008-07-04,0.002311599794238684,0.2,19.779999930555554,273.7,68.26,2.01
2008-07-05,0.08170974794238685,21.2,19.43493045833334,252.7,62.38,2.03
2008-07-06,0.006338413065843618,0.0,20.912083201388878,304.2,62.55,2.46
2008-07-07,0.0025760352366255147,0.1,22.336853160839162,276.0,50.98,3.12
2008-07-08,0.002691775977366256,0.0,24.01875000694445,24.1,59.96,3.12
2008-07-09,0.015263310185185171,4.4,22.02611113194445,271.9,53.48,3.17
2008-07-10,0.009732671039094656,0.0,21.375000013888886,43.1,60.83,1.97
2008-07-11,0.0,0.0,20.600208395833327,276.3,42.42,1.9
2008-07-12,0.0,0.0,19.913376558441566,206.8,57.46,2.41
2008-07-13,0.0,3.3,23.284471569105683,207.7,40.69,2.49
2008-07-14,0.0,0.0,21.414444423611105,275.2,41.3,2.34
2008-07-15,0.0,0.0,20.619027784722206,281.4,62.73,2.11
2008-07-16,0.0,0.0,21.928333402777767,292.2,66.87,2.04
2008-07-17,0.0,0.0,23.99069439583333,6.5,52.19,2.28
2008-07-18,0.0,1.2,24.080277743055554,251.2,39.74,2.49
2008-07-19,0.0,0.0,24.95645834722221,217.8,42.34,2.81
2008-07-20,0.0,3.9,23.23076389583333,222.6,24.62,1.94
2008-07-21,0.0,3.8,23.225972291666665,301.3,46.66,2.64
2008-07-22,0.0,0.2,22.296041652777767,189.5,60.57,2.3
2008-07-23,0.0,13.0,19.265208375,288.0,43.11,2.06
2008-07-24,0.00985001929012346,10.3,17.60888884027777,8.0,50.2,2.2
2008-07-25,0.0,0.0,19.403402750000012,284.8,58.84,2.49
2008-07-26,0.0,0.0,20.8609028125,29.7,57.89,2.42
2008-07-27,0.0,0.0,23.254188,272.8,43.11,2.64
2008-07-28,0.0,0.0,21.659689992248047,289.4,52.01,2.61
2008-07-29,0.0,0.0,22.83791663888889,222.7,52.1,2.45
2008-07-30,0.0,5.2,21.12673609722221,282.4,50.37,2.19
2008-07-31,0.0,0.0,23.090833354166666,155.6,28.51,2.49
2008-08-01,0.0,0.0,22.66076398611111,333.2,43.89,2.49
2008-08-02,0.0,0.1,22.710624986111124,100.3,51.49,2.49
2008-08-03,0.0,0.0,21.066458354166674,350.7,39.14,2.34
2008-08-04,0.0,0.0,21.180833430555555,304.8,76.81,2.49
2008-08-05,0.0,1.0,21.169583277777786,281.3,43.2,2.19
2008-08-06,0.0,3.9,23.09930556250001,17.1,32.23,1.82
2008-08-07,0.0,0.5,19.138794354609914,282.5,35.34,2.06
2008-08-08,0.0,1.0,16.86366070535714,296.4,40.26,1.94
2008-08-09,0.0,0.0,18.464652861111105,242.0,44.93,2.06
2008-08-10,0.0,0.2,18.864825195804208,349.9,49.94,2.06
2008-08-11,0.0,0.4,17.413263888888892,335.9,31.19,1.94
2008-08-12,0.0,0.0,19.34173606944444,104.2,41.39,2.06
2008-08-13,0.0,5.5,19.248958374999987,318.2,49.08,2.06
2008-08-14,0.0,0.0,18.473194361111126,252.2,48.47,2.06
2008-08-15,0.0,0.0,19.345902743055557,303.0,44.84,1.99
2008-08-16,0.0,0.0,19.00222229166668,337.4,44.06,2.06
2008-08-17,0.0,0.0,19.871249944444443,253.2,51.32,2.19
2008-08-18,0.0,0.0,21.255416687500006,293.4,54.6,2.49
2008-08-19,0.0,0.0,20.633541611111106,291.6,81.73,1.45
2008-08-20,0.0,0.0,17.804444424305554,132.8,90.12,1.63
2008-08-21,0.0,0.0,19.04243054722221,258.1,51.49,1.94
2008-08-22,0.0,0.0,21.58555550694444,272.1,56.51,2.49
2008-08-23,0.0,0.0,20.76395831944444,6.1,61.17,2.6
2008-08-24,0.0,0.0,22.66888891666667,145.6,62.99,2.44
2008-08-25,0.0,1.3,21.64020828472221,134.0,70.5,1.67
2008-08-26,0.0,2.57,19.04874997222223,286.2,96.42,1.55
2008-08-27,0.0,0.0,18.34673609861112,109.8,64.54,1.79
2008-08-28,0.0,19.31,16.38833331250001,324.0,58.23,2.18
2008-08-29,0.0,1.55,17.9534026875,283.6,39.14,1.96
2008-08-30,0.0,0.2,20.196527777777774,279.9,35.86,1.94
2008-08-31,0.0,0.0,18.72722220138888,34.9,78.11,2.2
2008-09-01,0.0,0.0,18.827291687499983,259.9,90.55,1.91
2008-09-02,0.0,0.0,19.389513845833328,327.5,57.63,2.57
2008-09-03,0.0,0.0,20.578055569444448,353.9,58.06,2.12
2008-09-04,0.0,0.0,21.620902847222208,338.9,45.45,2.42
2008-09-05,0.0,0.0,23.502847159722233,266.2,67.91,2.6
2008-09-06,0.0,3.18,20.52708336111112,96.3,26.7,2.2
2008-09-07,0.0,0.0,19.270069423611115,330.0,71.88,1.74
2008-09-08,0.0,0.0,18.849097173611128,287.1,53.31,2.06
2008-09-09,0.0,24.72,17.630208354166673,286.3,40.0,1.71
2008-09-10,0.0,0.25,15.027361149305555,281.3,77.41,1.31
2008-09-11,0.0,0.0,15.478472222222226,283.1,48.21,1.31
2008-09-12,0.15530960648148145,23.53,18.55777786111112,280.5,15.64,1.23
2008-09-13,0.02869084362139917,2.22,20.723472131944455,269.8,38.97,2.2
2008-09-14,0.0,0.12,23.41131944444445,325.8,20.48,2.2
2008-09-15,0.0,0.0,20.910902659722225,104.9,79.57,1.7
2008-09-16,0.0,0.0,14.462430652777774,295.2,72.66,1.5
2008-09-17,0.0,0.0,14.221090354861113,219.2,54.26,1.5
2008-09-18,0.0,0.0,15.162222204861116,314.3,81.13,1.23
2008-09-19,0.0,0.0,12.717798589583333,283.6,62.55,1.07
2008-09-20,0.0,0.0,13.787152782638893,79.6,58.84,1.15
2008-09-21,0.0,0.0,15.22629372237762,280.9,49.77,1.45
2008-09-22,0.0,0.0,15.186527736111104,269.5,41.99,1.4
2008-09-23,0.0,0.0,13.91666663055556,21.1,49.59,1.24
2008-09-24,0.0,0.0,14.330187437499998,278.1,56.76,1.5
2008-09-25,0.0,0.0,14.651319418749996,273.2,49.08,1.6
2008-09-26,0.0,0.04,15.547639027777786,258.7,31.1,1.31
2008-09-27,0.0,5.23,18.152430520833327,282.7,16.5,1.94
2008-09-28,0.30419077932098765,21.49,18.57319454861112,290.4,34.91,2.07
2008-09-29,0.1849561149691357,0.0,16.438333368055556,131.8,86.31,1.85
2008-09-30,0.19530285493827176,0.54,13.05999996319444,232.4,38.28,1.71
2008-10-01,0.20907761059670785,1.26,11.927847222222221,255.8,26.01,1.4
2008-10-02,0.19260304140946505,0.05,10.961666645138886,276.3,40.09,1.0
2008-10-03,0.1879758230452674,0.22,9.763159709027773,286.6,40.78,1.0
2008-10-04,0.20497042181069952,2.45,8.631923613194445,320.9,64.89,1.11
2008-10-05,0.12423643261316855,1.05,10.75080422097902,254.3,40.61,1.07
2008-10-06,0.09115628215020573,0.0,10.700743017361113,182.3,61.17,0.59
2008-10-07,0.07608506944444446,0.0,7.400041948944057,319.4,58.405,1.03
2008-10-08,0.0009974601337448556,0.35,10.148762246153849,334.1,55.64,1.14
2008-10-09,0.0025623713991769588,0.53,15.828263916666666,222.8,48.38,1.5
2008-10-10,0.00266203703703704,0.0,13.04045131527778,144.8,73.53,1.35
2008-10-11,0.02085824974279836,0.0,11.846034729166668,301.0,60.57,1.22
2008-10-12,0.010132941100823058,0.0,12.855895847222225,282.9,55.12,1.23
2008-10-13,0.0,0.0,13.071055536111116,328.0,45.1,1.5
2008-10-14,0.0,0.0,15.41988195069445,209.7,32.49,1.1
2008-10-15,0.0,0.03,18.40361114583333,223.9,60.39,1.43
2008-10-16,0.0,0.12,16.155694423611127,333.3,48.82,0.93
2008-10-17,0.0,0.61,8.792611133333336,349.9,54.35,0.73
2008-10-18,0.0,0.0,5.9378958319444415,279.1,59.88,0.77
2008-10-19,0.0,0.0,5.370048599030556,280.1,64.2,0.8
2008-10-20,0.0,0.0,5.00592954359155,279.8,50.03,0.65
2008-10-21,0.0,0.22,7.007284706944442,250.5,32.31,1.07
2008-10-22,0.0,0.0,6.268402765277776,276.3,76.81,0.69
2008-10-23,0.0,0.0,4.704326391951387,268.5,63.16,0.73
2008-10-24,0.0,0.0,5.846826410951389,321.1,56.51,0.78
2008-10-25,0.4691317836934157,25.19,9.777479159027783,12.0,55.73,1.0
2008-10-26,1.1771821952160515,0.0,7.547174817545461,38.8,54.43,1.23
2008-10-27,1.0337649498456798,0.49,7.9641041749999975,215.0,37.58,0.91
2008-10-28,0.736207561728396,0.39,5.455909722222224,86.1,64.54,0.85
2008-10-29,0.9434156378600842,2.25,1.8861597190972208,202.2,86.83,0.52
2008-10-30,1.0807452417695471,0.1,3.5380208429097206,293.6,76.2,0.55
2008-10-31,1.0684469843106996,0.0,5.483298560276389,97.4,67.13,0.72
2008-11-01,0.9443287037037048,0.0,10.759958307638886,314.1,92.97,0.59
2008-11-02,0.9443287037037048,0.0,7.5281034358620715,267.8,85.54,0.55
2008-11-03,0.9443287037037048,0.09,9.138805552777775,303.1,30.93,0.58
2008-11-04,0.9366504308127586,0.1,10.688472218055557,349.2,47.52,1.19
2008-11-05,0.6178288966049386,0.0,12.696944422916665,259.5,36.03,1.37
2008-11-06,0.5083333333333339,0.0,14.767152740277774,270.7,34.73,1.4
2008-11-07,0.5083333333333339,0.0,14.552291577083334,272.9,30.33,1.6
2008-11-08,0.5064983603395068,2.4,9.758562502083327,43.5,45.36,1.6
2008-11-09,0.3863498263888887,0.0,6.1465972,250.3,57.89,1.08
2008-11-10,0.4779931841563789,0.0,3.2848472118055563,277.5,50.11,0.79
2008-11-11,0.5091764724794245,0.0,2.4085763880625004,324.8,73.96,0.47
2008-11-12,0.3583003793724276,0.7,4.741805567534722,213.9,58.32,0.7
2008-11-13,1.0046384709362144,14.4,5.967902799305555,280.3,22.72,0.53
2008-11-14,1.3251068994341548,0.1,9.519999995833336,264.8,14.26,0.87
2008-11-15,1.929909336419752,5.8,10.53703471111111,251.5,40.0,1.4
2008-11-16,2.453131430041158,0.5,3.0552499986805564,193.0,91.76,0.91
2008-11-17,3.8006888181584433,0.4,0.4378450704929575,214.5,64.8,0.53
2008-11-18,3.917476851851859,0.0,-3.2780902699305563,266.9,76.98,0.4
2008-11-19,2.7406016911008195,0.0,-3.6930000086250008,271.0,80.29333333333334,0.27
2008-11-20,0.9443287037037048,0.0,-0.012479167698610773,111.3,83.60666666666667,0.28
2008-11-21,0.7395101916152274,1.5,-2.7094513934416664,322.2,86.92,0.31
2008-11-22,0.7064814814814817,0.0,-3.874284727154166,5.3,88.905,0.25
2008-11-23,0.6894354423868306,0.0,-3.1716805634027776,268.5,90.89,0.33
2008-11-24,0.6340687692901233,13.4,-3.372666666698612,265.7,52.53,0.45
2008-11-25,0.7064814814814817,3.3,0.2408402763805555,291.6,81.3,0.61
2008-11-26,0.7064814814814817,0.0,0.5854513910513889,223.0,45.1,0.66
2008-11-27,0.7258953832304524,0.0,-0.272499987159722,340.9,33.52,0.57
2008-11-28,1.059735886059673,0.0,0.2543055666527777,266.5,15.55,0.57
2008-11-29,1.5139957883230426,0.0,-0.7401527848541668,267.8,59.53,0.54
2008-11-30,2.097636156121397,10.9,-0.348611113811111,267.9,36.46,0.45
2008-12-01,3.4508302790637924,0.5,1.814972234522222,203.9,35.77,0.71
2008-12-02,3.2136646412037098,0.0,0.389249998472222,343.4,56.42,0.61
2008-12-03,2.1321887860082267,0.0,-1.6294652906951397,249.6,56.07,0.6
2008-12-04,1.6456749935699553,0.0,1.848652775958333,281.5,32.31,0.39
2008-12-05,1.1329242219650202,0.0,-3.8164027769444466,281.5,57.54,0.45
2008-12-06,0.9443287037037048,0.0,-6.174826411805558,0.6,43.37,0.33
2008-12-07,0.8501760223765461,0.3,-5.520652771527778,197.5,52.53,0.32
2008-12-08,0.7064814814814817,0.0,-6.657347227777778,264.4,36.98,0.17
2008-12-09,0.7064814814814817,0.4,0.485597215972221,67.0,21.43,0.26
2008-12-10,1.2362236368312771,14.3,6.360055589583332,117.4,73.79,0.51
2008-12-11,3.5669383359053524,21.7,0.9423055567361116,237.4,30.67,0.45
2008-12-12,12.735849086934142,3.4,-0.3635416722541661,9.6,80.09,0.42
2008-12-13,6.076708783436222,0.0,-4.56902083617361,348.9,91.15,0.26
2008-12-14,3.5576742541152324,0.0,-1.3456111036902776,348.9,32.05,0.3
2008-12-15,2.2983547132201623,2.8,5.198243064854169,317.5,48.99,0.63
2008-12-16,1.0494775591563792,6.4,-0.0373472224305554,1.4,94.0,0.37
2008-12-17,1.5924623842592558,7.3,-0.08383544345822785,315.6,37.67,0.39
2008-12-18,2.6225437242798417,0.0,1.0211923109615382,247.9,49.08,0.45
2008-12-19,9.572050218621401,32.0,0.04841666641736109,186.0,54.09,0.29
2008-12-20,11.566423128858016,0.0,-2.5972013885388887,218.4,18.4,0.25
2008-12-21,5.475311053240747,1.2,-3.871209790993007,180.3,36.37,0.28
2008-12-22,2.743379468878603,0.0,-11.311090920979025,131.9,48.725,0.23
2008-12-23,1.8563657407407368,0.0,-7.60056943125,274.6,61.08,0.23
2008-12-24,4.810292888374488,36.5,-0.2351041658388889,226.4,14.77,0.39
2008-12-25,15.479617573302464,0.0,-1.3023680465138892,261.2,29.245,0.37
2008-12-26,6.299713059413597,2.3,-1.6995277612708315,242.2,43.72,0.29
2008-12-27,4.1739197530864285,1.3,1.0218402747986108,270.0,18.92,0.53
2008-12-28,3.917476851851859,0.1,2.460965292013888,324.2,60.48,0.51
2008-12-29,4.163232220936217,0.0,1.0266388811874998,131.3,76.98,0.55
2008-12-30,3.7374300733024732,0.0,0.7048263970763889,124.7,81.22,0.24
2008-12-31,2.5089867862654334,0.8,-3.2366527769999998,27.1,67.07666666666667,0.18
2009-01-01,0.8603829089506174,0.0,-6.402895826479168,344.1,52.93333333333334,0.11
2009-01-02,0.7561085390946504,0.0,-0.8803194380555551,220.9,38.79,0.25
2009-01-03,0.5531901041666664,0.0,-3.5531597395138874,252.2,47.82,0.24
2009-01-04,0.42255176183127546,0.0,-3.1046111159319456,247.7,56.85,0.27
2009-01-05,0.3557838220164607,0.1,0.8260347275833346,263.4,67.31,0.35
2009-01-06,0.308203928755144,8.3,-2.828729171527779,104.7,68.95,0.31
